4KHz X(mg),Y(mg),Z(mg)
-1.82,-2.01,-2.38
-0.27,-2.03,-1.43
0.47,1.05,0.64
-0.08,0.41,2.11
1.07,4.06,0.76
-0.45,2.01,-2.17
-0.90,-1.64,-1.76
-2.99,-1.35,-0.14
-0.16,-1.60,2.29
0.57,-1.02,1.33
-0.94,0.02,1.52
-0.51,-6.74,0.53
1.99,-4.77,0.64
0.86,2.64,3.48
1.37,2.68,-1.17
4.04,-0.45,-2.48
2.89,1.17,2.89
-0.02,1.76,1.37
0.25,2.62,0.68
-1.23,2.87,0.64
-4.84,4.80,1.25
-3.83,2.52,2.42
0.23,1.00,-1.72
-1.11,-1.86,-0.39
1.05,-2.83,0.06
0.61,-1.23,-3.22
-0.25,4.63,-4.80
-0.23,-1.46,-3.30
-1.27,-1.37,-4.18
-1.27,0.92,-2.34
-1.82,-0.02,-3.59
0.88,3.03,-2.58
-0.55,4.88,1.15
-0.51,0.45,2.27
0.49,1.97,0.41
2.48,0.90,-5.45
2.93,0.18,-3.61
0.80,0.57,-0.98
2.75,-0.96,-2.32
3.48,-1.86,-1.86
1.33,3.14,-0.20
-0.88,2.85,-1.41
-0.86,2.03,-2.38
-0.70,3.30,-0.43
1.33,3.75,-3.87
-1.58,0.86,-1.54
-2.11,1.68,-2.17
1.45,0.57,1.82
0.66,3.46,1.97
0.10,1.29,-1.02
-0.06,-2.30,-1.72
-1.09,0.10,-1.87
-3.16,1.00,-1.82
-0.66,-2.56,-1.46
0.84,1.29,-1.43
0.57,-1.21,-1.07
1.35,-2.93,-3.69
-0.82,-1.25,-3.63
1.31,-2.29,-1.84
2.60,-2.81,1.86
1.13,0.47,1.82
0.68,3.12,2.44
0.16,2.30,2.27
3.22,4.00,-0.53
0.02,4.82,-3.05
-3.44,2.81,-1.41
-0.78,2.03,0.25
0.08,-0.02,2.30
-1.76,0.72,-0.06
1.82,0.62,-1.23
1.99,-0.78,-2.68
2.95,0.51,-1.41
1.43,0.57,-0.41
1.31,-3.40,-1.33
0.76,-1.43,-2.03
-1.09,-2.29,-0.43
2.23,-3.63,-1.02
-0.33,1.70,-1.25
-0.53,0.76,0.41
1.29,-1.33,3.20
0.76,1.07,1.56
1.33,-1.05,3.54
0.64,-1.33,0.84
-0.45,2.07,0.72
-1.19,-0.10,-1.35
0.43,-2.40,-1.70
0.39,-2.68,3.12
0.57,-1.35,2.21
-0.12,0.20,-0.16
-1.11,-0.04,-2.40
0.96,-1.97,-1.27
2.01,-0.16,0.06
0.31,2.09,2.97
1.15,0.59,5.61
1.43,1.02,3.30
-1.52,-0.02,0.59
-3.09,0.70,1.87
-2.21,0.84,2.21
-1.31,0.37,1.78
0.33,-2.54,0.02
1.29,2.66,0.96
-0.49,4.16,1.43
0.04,2.25,0.72
-0.12,1.66,3.18
0.04,1.21,2.27
0.86,3.16,-1.07
3.95,0.68,-3.18
1.46,-0.29,-1.05
0.37,-5.08,0.61
-1.04,-4.47,0.59
0.86,0.39,2.23
-1.70,2.99,0.57
0.20,1.43,1.78
0.51,-3.54,1.86
2.93,1.48,-1.00
2.48,4.02,-0.64
2.38,2.52,-1.15
0.02,3.54,-0.33
-4.47,0.27,-0.84
0.04,-1.45,-0.51
3.89,1.56,0.47
2.11,-1.23,-1.13
-1.33,-3.01,-3.20
1.93,-2.09,-0.27
-1.29,0.35,-1.80
-2.44,-1.43,1.45
-2.40,-1.39,3.95
-1.70,-3.59,1.43
1.27,-1.48,-1.15
-1.80,-5.86,0.62
-3.65,-5.98,0.02
-0.16,-2.21,-1.76
-1.37,-1.72,-2.85
-0.88,-0.92,0.90
0.61,0.37,-1.78
-0.90,-0.94,-3.77
-2.11,-0.51,-2.29
-2.48,-2.36,-0.84
-0.64,-2.29,-1.09
0.94,-2.95,0.06
-2.19,-3.79,0.47
-1.25,-4.22,3.34
0.47,-1.58,2.48
-2.21,4.20,1.19
-2.09,2.89,-0.92
1.33,-0.16,-4.08
4.10,-1.43,-3.61
4.82,-3.12,-5.00
4.10,-2.32,-3.28
3.28,0.94,-0.84
0.27,3.07,-0.88
0.92,1.86,0.96
0.23,1.37,1.02
-0.78,-0.84,-1.97
-2.58,-2.19,-0.96
0.37,-4.79,-0.92
2.42,-4.30,-3.65
1.29,-0.16,-5.49
0.35,1.95,-1.56
0.27,-0.43,-0.27
1.31,1.95,0.62
0.39,-0.51,1.82
3.61,-1.60,0.74
1.82,-1.35,0.88
-0.59,-1.46,3.73
2.11,0.98,0.45
-1.66,3.65,-3.81
-4.88,4.90,-2.54
-3.71,2.48,2.58
1.37,-2.48,-0.70
0.12,-2.34,0.57
-3.91,2.30,1.45
-2.15,-1.66,-0.37
-1.23,0.39,-0.39
-0.06,2.81,-2.75
0.88,0.10,-3.69
0.23,0.35,2.17
1.17,-0.21,2.40
1.07,-3.12,-0.49
-0.86,-1.74,-0.59
-0.06,0.33,1.74
2.29,3.07,3.65
-1.97,2.25,4.84
1.02,-1.78,3.26
1.07,-3.57,2.48
1.33,-2.34,2.54
-1.72,2.15,2.11
1.60,1.11,-0.70
1.02,-1.99,-1.35
-0.68,-2.17,0.59
0.92,-0.45,4.86
1.41,4.08,1.86
-0.18,3.01,0.94
-2.66,-1.84,0.98
-1.17,-3.75,2.09
-0.49,-1.52,4.34
-2.23,1.23,0.90
1.45,-0.37,2.75
-0.27,0.18,2.27
0.76,-0.74,2.83
-1.25,-4.55,0.68
-0.94,-2.77,1.25
1.48,1.68,1.43
3.46,-2.19,3.36
0.20,-1.54,2.11
-0.31,-3.48,-0.90
3.57,-1.46,-3.36
3.20,-1.39,1.31
-0.02,-2.05,1.00
-1.72,-1.02,-1.58
1.25,-3.18,0.80
1.31,0.59,1.13
1.13,1.80,-0.64
-1.60,-2.05,-0.31
-0.57,-1.60,2.17
-0.78,-1.29,0.45
-1.86,-0.66,-0.37
-1.70,-2.62,1.07
-1.78,-0.62,0.88
0.94,-0.76,3.12
-0.18,-2.38,0.78
-0.18,-2.77,-0.80
-0.18,-2.83,-0.27
0.64,0.10,1.52
-3.03,2.52,-0.08
-4.10,1.09,-1.84
-1.37,2.71,-2.50
-1.25,0.53,0.33
-2.48,0.96,0.55
-1.31,1.07,-2.19
0.45,2.73,-2.87
3.07,1.89,0.23
-1.07,-1.43,3.42
-1.91,-0.70,2.77
-3.20,2.79,-0.49
-2.85,3.48,-2.62
0.04,2.70,0.21
-1.15,3.85,-0.39
-2.19,3.26,-2.30
-1.13,2.19,-0.72
1.43,-1.74,3.63
1.97,0.66,0.98
-0.16,1.97,-2.89
0.02,0.21,-4.12
-1.86,-1.58,0.76
-0.74,-1.70,4.51
1.62,-2.38,2.19
3.81,-0.49,0.98
4.04,-1.17,-0.29
4.20,-1.62,-0.18
0.82,0.64,-0.23
-1.11,4.84,-0.43
0.10,3.54,0.88
-0.84,2.70,-0.88
-0.18,1.13,-1.07
2.09,2.17,-1.35
1.09,1.39,-1.58
-1.48,-1.21,0.57
-1.31,-0.29,-2.32
-1.68,-0.12,-0.94
-1.11,-0.94,0.98
0.27,-0.90,-1.41
-0.08,-0.72,-0.98
2.93,1.78,2.32
2.36,3.93,3.63
0.84,3.77,2.32
1.64,-1.00,-0.04
-0.51,-1.46,-2.05
0.90,-2.42,-2.62
-0.45,1.48,-2.19
-0.16,2.60,-1.89
-0.49,-0.37,-2.81
-4.30,-2.89,-0.47
-5.78,-2.83,-1.37
-2.77,0.86,-1.56
-0.78,1.99,-4.18
-0.62,-1.17,-3.81
0.82,0.86,-0.98
-2.93,2.64,2.56
-2.71,-1.23,1.95
-2.62,-0.74,-0.29
0.68,-1.56,1.41
-0.78,-1.97,1.19
-0.20,0.27,-1.05
-1.60,1.23,-1.37
-0.82,2.97,-4.06
0.74,1.87,-0.31
0.84,0.20,-1.54
-1.43,-0.49,0.14
1.39,-0.43,0.33
-0.04,-0.53,-1.64
0.39,4.20,-3.71
-0.88,0.66,-2.15
-3.09,-2.58,-1.43
-1.68,-0.08,2.58
-1.58,1.04,1.76
-0.78,2.52,-3.50
1.93,0.02,-0.20
-0.80,3.01,1.37
0.96,2.56,0.86
-1.13,1.74,1.04
0.62,-1.00,-0.20
1.76,-0.78,2.05
-0.92,2.34,0.47
-1.27,3.30,1.25
-2.21,0.78,1.13
-0.82,3.24,-0.94
-0.45,3.77,0.59
-0.25,0.12,0.02
2.79,1.00,2.40
4.06,-0.37,1.56
-0.18,1.04,0.88
-0.47,0.18,2.54
-1.52,1.35,2.15
2.42,1.21,0.18
2.54,2.15,0.62
2.40,-0.76,-0.20
2.70,-0.31,-2.81
0.12,2.42,-0.96
2.48,3.11,2.79
2.93,-1.74,1.76
0.68,-1.68,-1.89
-0.57,-1.37,-2.75
2.56,-0.76,-0.16
3.01,-1.60,4.02
-1.09,-0.76,3.48
1.15,-4.63,1.66
1.60,-1.02,2.44
-1.27,2.01,1.70
-2.19,-2.29,0.33
-1.33,-1.37,1.76
-0.20,-1.66,2.46
-1.89,0.53,-0.86
-1.80,4.06,-1.95
-2.32,2.38,-4.08
-1.21,-0.10,-4.92
-0.51,2.03,-2.21
-1.21,0.43,-3.12
-1.39,-1.56,-2.11
-3.05,-2.15,-1.13
-3.09,-1.78,-1.25
-2.19,1.84,-0.23
-1.58,0.53,0.29
-0.66,-1.72,-0.08
-0.62,-5.00,-0.62
-1.93,-1.93,1.70
-0.14,3.55,3.12
-0.02,-0.27,5.35
-1.31,-2.52,6.25
-0.57,-0.18,1.87
-0.12,-0.62,-1.87
0.33,-0.78,1.78
0.45,-1.07,1.29
2.01,-2.25,1.07
0.80,-4.06,2.93
0.43,-3.71,2.91
-0.45,0.64,0.88
1.43,0.31,1.48
3.07,-1.27,2.79
1.45,1.93,-0.64
-1.02,0.68,-3.59
-0.86,-1.91,-1.62
-2.52,-3.52,-0.74
-0.82,-1.00,-0.68
-1.04,-3.14,0.00
-1.17,-3.73,2.73
-0.16,-3.40,1.00
0.68,0.86,3.55
0.39,1.87,4.59
0.08,1.13,0.37
3.42,-1.45,-0.57
1.39,1.39,-0.55
2.44,0.64,2.38
1.60,-5.18,4.79
-0.20,-3.91,5.02
0.86,-1.00,3.73
1.39,2.81,2.29
0.78,2.75,1.17
-1.50,1.97,-0.51
-0.62,-2.48,2.17
-0.37,-3.07,1.58
2.07,-2.32,-0.78
1.46,-1.43,-0.80
-0.12,-4.26,1.87
-1.95,-1.54,2.01
-0.57,2.62,-0.14
-0.70,-1.50,1.54
-0.57,-2.58,2.68
-2.83,1.17,-1.04
0.62,0.18,1.13
-1.09,-4.26,1.21
-0.61,-2.23,3.11
0.53,4.12,2.64
0.20,1.72,0.90
0.14,0.08,0.61
0.80,1.87,-0.51
-0.14,1.41,1.84
-0.37,1.29,-4.41
1.48,2.93,-0.94
0.82,3.59,2.13
0.25,0.02,2.85
-3.34,-1.09,2.50
-2.87,-0.68,-1.39
-0.55,-0.49,1.13
-1.78,-0.45,-1.56
0.16,0.57,-1.60
1.56,0.29,-0.23
3.11,1.21,-0.94
-0.04,-1.54,-1.80
0.80,-0.20,-2.13
-0.20,4.55,-3.46
0.27,2.03,-0.27
-0.45,2.81,-0.31
1.15,4.88,-0.12
0.21,2.70,-2.58
-0.70,2.56,-0.29
-0.68,0.49,4.77
-0.53,-0.35,2.21
-1.95,2.34,0.94
-3.71,-2.42,0.98
-2.87,-4.73,-1.11
0.90,-1.52,-1.97
-2.40,-0.02,0.41
-0.23,-3.24,2.25
-0.72,-1.54,-1.74
-2.05,3.14,-2.83
1.27,-0.29,-0.53
-0.59,-1.62,1.70
-0.02,-0.96,1.62
0.00,-0.39,1.78
-0.27,2.23,1.50
-0.43,1.31,-3.09
-3.65,4.77,-3.38
-2.05,-0.31,-1.93
-2.42,-1.33,-5.02
-3.26,-0.16,-5.78
-4.49,3.22,-1.97
-4.24,-2.77,-1.31
-1.62,-1.27,-3.09
-0.94,-0.25,-1.74
0.45,-1.37,2.11
1.97,0.92,1.87
-0.49,-0.08,-3.42
-0.43,1.62,-3.89
0.31,-0.06,-3.89
0.55,-0.23,-4.04
0.00,-0.55,-2.30
1.45,0.49,-0.49
-0.18,0.76,-2.34
-2.83,1.25,0.98
2.46,1.04,1.97
1.60,1.17,-1.64
1.15,3.34,1.60
2.62,3.34,2.48
2.09,-2.17,0.88
-0.25,-3.95,2.71
0.76,-4.26,3.69
-0.68,-3.42,2.95
3.16,-1.43,2.52
4.82,-1.23,-2.85
1.29,-1.21,-0.74
-0.29,-0.47,-0.53
-0.55,1.60,-1.50
-2.99,-3.50,-1.70
-4.00,-2.70,1.13
-0.76,2.13,-0.16
-0.59,1.46,-0.78
0.59,-0.61,-4.30
1.62,-0.98,-2.71
0.39,0.68,-1.17
-0.10,1.17,-1.39
0.31,2.19,-2.29
1.04,0.78,-4.20
-2.71,1.89,-4.67
-2.77,3.57,-2.66
2.27,0.96,0.90
3.79,1.48,-1.33
0.68,0.49,-1.29
-2.40,-1.52,0.29
-0.43,-1.29,2.95
1.48,-0.29,4.04
-0.25,-0.37,2.77
-0.39,5.49,1.09
-0.21,2.32,2.46
-1.66,0.35,-1.11
-1.97,1.58,-1.52
0.08,3.26,0.08
0.12,2.48,1.72
-0.31,-1.68,2.30
1.13,-1.41,-1.64
-1.89,0.00,-1.82
-2.29,0.21,1.07
1.45,2.66,0.64
-2.29,4.04,-2.83
1.07,-0.18,-2.32
3.81,-5.84,0.92
1.29,-0.62,0.72
1.62,-1.19,-0.39
2.71,-0.94,0.92
2.87,1.35,0.41
2.32,4.61,0.08
-0.47,2.97,0.18
-0.06,3.42,2.29
-0.59,0.12,2.21
1.64,-2.36,2.11
0.29,0.08,2.19
-0.45,2.64,-1.54
0.61,2.42,-0.94
-0.14,-1.56,0.43
-0.23,-1.56,0.62
1.11,-1.84,-2.48
2.13,-1.11,-0.92
2.56,-0.14,-1.97
0.43,-0.04,-3.28
-1.29,-3.93,-2.05
-2.77,0.06,-0.23
-1.43,0.80,0.20
-0.33,0.25,-0.12
-1.68,-1.86,1.48
-0.68,-0.25,1.07
-0.80,-0.08,-0.20
0.04,-1.99,2.95
0.16,2.05,3.36
-2.07,2.15,-0.84
0.68,-2.77,1.70
-0.49,-0.78,-0.68
-1.80,1.64,0.27
-0.68,1.64,1.15
3.24,0.18,1.39
1.29,-1.97,-0.27
1.48,-0.64,-1.72
1.46,0.37,-0.10
3.11,1.05,1.62
1.46,-2.25,2.71
0.18,-1.72,0.94
1.45,1.54,0.37
-1.13,1.37,0.51
-0.12,1.07,-2.30
-0.64,4.06,-3.83
-2.17,-2.01,0.04
-2.09,-4.00,1.13
0.47,0.14,-3.52
2.36,0.68,-0.68
0.80,0.47,-1.54
4.22,2.07,1.93
-1.31,0.84,1.46
-1.13,4.55,-1.66
-1.74,3.67,-0.04
0.20,0.39,3.20
1.58,0.00,2.68
-0.06,-0.18,0.78
-1.58,1.19,-1.54
-1.27,2.01,-2.19
1.84,-2.21,-2.58
1.37,-0.86,-0.59
-0.21,0.92,3.01
0.39,-0.23,4.08
-0.23,1.60,4.20
3.98,-1.80,4.77
1.46,4.24,3.54
1.93,2.89,-1.17
1.15,4.08,-1.07
0.70,5.18,2.34
-0.74,-0.35,4.18
-0.84,-1.54,0.02
-1.82,0.25,-0.76
2.64,-1.15,2.83
3.12,-1.54,2.50
1.29,-0.04,-1.33
1.87,-0.55,-1.25
0.12,1.15,1.23
-1.39,-2.21,0.51
2.71,-2.36,-1.04
3.77,0.41,-2.68
2.75,0.29,-2.09
0.14,-2.85,0.12
0.14,-2.68,1.00
-0.70,-0.62,-0.06
-2.19,1.74,-0.37
-0.70,-0.53,1.46
0.14,0.82,0.55
-2.62,0.70,-1.41
-4.39,3.57,-2.19
-2.64,4.18,1.86
-0.72,1.19,5.16
-0.51,2.25,0.78
-2.03,0.35,0.62
-1.95,3.79,0.18
-1.11,3.34,1.25
-3.87,-0.86,0.39
-1.70,-2.75,0.29
-1.11,-1.62,0.06
-0.74,1.19,-1.05
-1.68,-1.60,-0.59
0.90,0.06,-2.32
4.82,0.84,-0.14
-1.33,1.31,1.95
-1.27,2.01,0.62
-1.46,-0.25,-3.12
3.20,-1.45,-1.50
0.90,-3.28,1.07
-0.47,-2.50,-1.70
-1.66,-1.17,-3.61
1.09,-0.76,-2.48
3.42,-0.90,0.12
0.94,-1.58,-0.51
-3.50,-2.27,0.94
-0.31,-3.09,0.39
0.45,-4.28,2.54
-1.07,-0.27,2.68
0.47,1.80,3.52
1.87,1.52,0.10
0.25,2.85,1.58
0.84,0.64,-0.10
0.20,-1.52,0.55
2.13,-5.00,-0.14
0.10,-2.36,0.04
0.84,-0.43,-1.11
2.99,0.16,-0.88
-0.21,-2.30,-0.27
-2.38,-3.46,-0.82
-1.62,-1.07,1.33
-1.95,-2.42,4.16
-0.59,-3.14,2.07
0.61,0.16,-0.16
-2.93,-0.96,3.09
-2.75,-3.34,4.59
-1.09,-2.15,-0.55
-0.16,-0.94,0.18
0.35,1.23,1.76
-0.14,0.45,-1.72
1.31,0.02,-0.04
-0.39,0.68,3.22
-0.76,5.16,2.11
-2.05,1.31,0.66
0.31,-2.03,1.04
3.98,-1.37,-2.56
3.03,1.45,-4.12
1.80,-1.78,-0.06
2.03,-2.15,0.39
0.31,2.40,-2.42
0.51,-0.72,-1.19
-0.23,-1.46,-3.28
2.56,3.75,-5.02
-0.86,1.54,0.08
2.48,-1.25,3.77
1.99,-2.01,3.57
2.81,-2.25,2.99
1.35,-2.93,-0.98
2.36,-2.27,-0.47
0.39,-2.29,-2.07
1.27,-2.32,-1.91
4.90,0.55,3.05
1.31,1.74,0.41
-0.45,0.68,0.61
-0.98,-2.44,0.04
-1.05,-1.95,0.49
-0.57,0.98,-0.18
-0.84,1.74,1.00
-2.07,3.20,2.15
-1.80,3.65,1.70
-1.07,-0.10,0.98
-2.48,-0.27,1.35
3.22,-2.56,2.05
4.00,-1.80,0.14
1.72,1.97,-1.89
1.58,2.38,-1.76
2.13,0.14,5.82
4.20,1.78,5.06
2.81,4.57,3.61
0.43,0.49,1.74
-3.50,2.64,-0.86
-0.94,1.89,-0.82
1.37,-1.76,-2.62
-3.14,-0.70,-1.07
-3.44,-0.57,0.64
-0.86,2.64,1.33
-0.57,1.60,-0.04
0.29,-1.37,1.17
3.14,-1.15,0.14
1.58,-1.95,-4.30
0.61,-1.25,-2.89
0.29,-3.93,-0.43
2.19,0.68,-1.39
1.46,-0.16,1.62
-1.33,-1.21,2.50
0.23,-1.39,0.39
-1.39,-0.57,1.07
-3.32,-5.12,0.23
-1.19,-0.45,-3.20
0.12,1.05,-0.55
1.35,1.52,1.41
-0.18,4.98,-0.23
-1.58,-0.94,0.18
-2.09,-1.33,1.21
-0.23,2.85,-0.33
-0.10,-0.45,1.43
-0.14,-3.79,1.74
-1.52,-2.11,1.31
0.49,0.37,1.74
-0.74,0.88,1.31
0.18,-0.37,-1.27
1.25,4.10,-2.13
-1.58,1.21,-0.04
-1.43,1.04,0.43
0.72,-0.66,-1.39
0.29,0.08,-1.60
-1.25,1.15,-0.86
-2.25,0.25,3.14
-3.30,2.48,2.91
-1.27,2.77,0.88
-0.49,1.13,0.96
-1.66,-1.37,0.16
0.25,-0.86,0.31
-2.71,1.37,0.72
-5.62,0.74,-0.20
-0.49,0.78,-0.45
1.58,2.32,-2.97
-0.78,3.65,-1.46
0.76,-1.48,0.49
3.63,-0.66,-1.27
0.76,-0.76,-2.44
3.22,-1.02,-1.48
2.77,2.13,1.54
0.68,2.13,2.09
0.64,-0.23,-1.87
1.91,-2.56,-1.05
0.78,-2.85,-1.91
2.05,-2.87,0.96
2.38,-3.55,1.25
-3.14,0.10,-1.48
-0.61,1.39,2.17
0.08,-2.03,3.20
-2.60,-1.87,1.50
-2.38,3.52,0.29
0.64,0.41,-2.54
-0.53,-3.67,1.21
-0.08,-3.89,-0.94
-0.92,1.07,-2.58
-0.94,0.27,-2.29
-0.45,1.46,-3.01
1.46,4.59,0.35
3.22,3.01,-4.80
3.38,1.19,-1.02
-1.29,-1.72,-0.47
-0.18,-3.87,0.66
2.38,-4.20,-0.08
2.95,-1.11,-2.36
0.31,-0.62,-2.07
-2.27,-2.87,0.21
0.64,0.49,0.84
1.89,2.23,4.16
-1.29,0.29,0.94
-3.18,1.43,3.20
-2.15,2.46,0.35
-0.62,0.06,1.43
-0.04,-1.48,-2.13
-1.72,-2.27,-0.57
-3.12,-0.94,-2.17
-0.66,-1.39,-2.32
3.34,-4.86,-3.40
1.21,-1.52,-5.78
-0.41,4.08,-4.79
-0.45,0.55,0.35
-1.70,-0.84,0.02
0.59,-0.47,-1.91
3.32,3.26,0.25
1.99,1.72,1.15
-1.64,0.33,-0.23
-0.82,2.91,-1.86
-0.70,-0.41,0.88
-2.95,2.19,1.45
-1.99,4.12,1.11
0.10,3.11,1.48
1.39,-0.53,0.02
-1.68,1.56,-1.41
-0.37,1.78,-0.43
0.10,-0.72,1.86
0.68,-1.86,1.35
-0.90,-0.82,0.06
-1.37,-0.55,-1.52
-1.70,-0.10,1.25
-1.84,1.66,-0.86
-1.05,1.70,-1.04
-1.37,5.57,-0.94
-0.86,2.99,-0.16
-0.47,0.53,2.34
1.29,3.57,2.34
0.62,1.56,5.06
-0.70,0.92,3.50
-1.00,1.04,-3.87
1.70,0.57,-1.78
2.81,-2.68,2.77
2.30,-1.66,-2.70
1.87,0.02,-3.26
2.25,-0.06,-1.43
-0.14,0.35,1.58
-1.45,-0.25,2.81
-2.77,1.86,-1.25
-0.02,-2.89,2.44
0.06,-2.83,0.61
1.76,-2.36,-2.36
1.11,0.12,-2.25
-0.02,-3.67,0.27
-1.05,-3.79,1.09
-0.90,1.04,0.55
-0.72,-1.95,-2.15
0.55,-0.06,-1.35
0.00,1.05,1.93
-0.47,-0.55,0.76
-0.53,-3.20,-0.10
-0.31,-4.73,0.92
1.41,-4.77,2.25
1.43,0.10,0.68
-1.31,-0.33,-0.20
-0.10,-1.72,1.41
0.53,-1.84,2.30
2.30,-0.72,-0.57
2.21,-0.04,-0.16
-1.05,3.28,-1.27
0.82,3.87,-0.21
0.49,-1.95,1.19
-1.60,-3.59,-0.62
-3.54,-1.99,-1.84
-1.33,-3.30,2.23
1.43,0.59,2.03
4.53,0.45,3.67
4.53,-2.97,3.79
1.86,-2.15,1.95
0.41,-2.48,-1.23
0.33,1.76,-1.54
0.86,3.18,0.55
1.68,2.46,-0.70
1.15,1.99,-2.42
-2.79,-1.21,-1.00
-2.23,1.86,-0.21
1.48,1.25,0.14
2.05,-1.27,-2.97
3.32,-2.09,-3.01
1.37,1.25,-2.13
0.20,1.87,-3.30
0.23,1.04,-0.98
0.57,0.08,0.59
2.38,-3.73,1.19
3.95,-3.36,2.11
0.84,1.99,-0.76
-1.21,2.11,-2.85
-0.31,-0.39,-2.52
1.04,-0.51,-1.15
1.21,-1.02,-0.82
1.48,-1.80,1.17
2.40,-1.35,-0.27
2.75,-0.12,0.61
2.97,-0.74,-0.66
0.53,-1.11,-0.66
-1.50,-0.51,1.29
-0.94,-0.45,-0.86
-1.29,1.58,-1.23
-1.29,-0.41,1.21
-0.16,-4.16,1.04
0.29,-6.25,-3.24
-1.37,-3.67,-4.20
-2.81,-0.33,-3.98
-0.29,1.45,-2.25
0.39,1.54,-1.54
2.75,1.15,-4.37
1.39,-1.68,-1.64
0.39,-1.80,0.96
2.07,1.19,-1.09
1.00,0.18,1.76
0.98,-0.39,-0.68
3.24,-0.35,-1.78
0.37,0.57,-1.86
1.04,1.52,-0.88
-3.30,0.78,0.33
-0.04,1.60,-1.91
2.01,0.68,-1.09
3.54,3.93,1.78
0.53,3.91,-0.35
1.29,1.33,-0.06
0.06,0.72,-0.70
-2.38,0.41,1.17
0.25,-2.21,0.68
1.31,0.39,-0.02
2.70,-2.36,-0.35
3.73,1.29,-1.19
-0.80,2.42,-1.82
-2.71,-0.80,0.86
1.60,0.92,-0.33
0.06,-0.33,-1.19
-1.23,-2.64,-0.53
-1.19,1.46,0.59
-2.13,0.00,-0.41
-0.18,3.83,-1.89
-0.06,2.42,-0.94
-0.12,-1.25,0.16
2.48,0.02,1.97
4.96,0.20,0.21
2.91,-1.21,-1.97
0.88,-3.89,2.54
0.86,0.16,-0.06
2.17,3.01,-0.10
2.15,-1.74,1.07
-0.10,0.20,2.60
-1.66,3.36,1.80
-2.15,2.44,1.23
-1.13,0.49,-0.62
-1.87,0.16,-0.61
-0.70,0.12,-5.14
-0.64,0.55,-1.46
-1.58,1.84,1.89
0.29,3.32,-1.84
-1.56,-1.05,-2.17
0.23,-2.17,0.14
-0.96,1.21,-0.41
-3.69,1.46,1.62
-2.27,2.79,1.62
1.50,2.99,1.70
-0.08,-0.59,2.71
0.29,-3.55,1.25
0.47,-1.60,-0.31
3.14,1.07,0.51
0.47,4.88,0.45
-2.34,5.18,-1.46
-0.18,2.97,-3.09
1.86,-1.23,-1.09
2.54,1.50,-0.68
0.51,0.88,3.16
1.35,-2.68,0.41
-0.37,-2.79,1.48
-1.54,4.34,3.01
-0.49,2.48,-0.41
1.35,-1.41,1.31
-1.78,-1.46,3.09
-2.64,-1.25,3.52
-2.62,-0.20,1.54
-2.27,4.69,-0.45
-0.41,3.16,-1.41
-1.11,-0.29,0.90
-1.09,3.81,-1.17
-1.13,6.02,-2.77
-0.92,2.50,-2.91
-1.15,2.34,-2.34
-0.18,3.11,3.11
-2.15,2.73,3.61
-1.95,1.00,4.65
0.31,-0.43,1.39
2.75,4.92,1.29
0.31,0.70,1.72
-0.74,-7.62,0.86
2.25,-3.91,0.98
-0.57,-3.22,0.47
-1.35,-3.67,-2.97
-2.58,0.88,-3.55
0.45,1.09,-2.68
3.75,0.57,1.58
-0.18,-1.21,1.54
-2.01,-1.33,-3.05
-1.91,-3.07,-4.12
0.41,-0.62,-4.57
1.11,0.20,-5.80
0.39,3.93,-0.02
-0.68,3.44,2.58
-1.21,3.18,0.47
0.06,1.54,0.80
2.01,-1.04,-3.34
0.06,-1.89,-2.01
0.41,-2.60,-1.02
1.05,2.60,-1.84
-1.39,1.70,-1.70
-4.08,-1.15,2.09
-0.82,0.94,4.92
3.11,2.95,1.00
-1.19,3.42,0.90
0.27,2.34,2.03
0.57,1.04,3.07
1.00,-0.90,-0.68
2.46,-0.86,-0.18
-0.31,2.56,-0.55
0.62,2.44,-0.53
1.76,-1.58,-1.78
1.76,-2.17,-2.40
2.27,-0.59,-0.80
0.39,-0.37,-1.91
0.33,-1.07,1.27
-1.13,-5.43,0.98
0.23,-0.49,1.41
1.25,-0.86,1.09
0.29,-1.45,0.00
-0.08,1.11,-0.84
-0.37,0.08,-1.64
-1.23,-2.50,0.92
-1.05,-5.12,2.38
1.31,-5.64,-0.16
2.07,-4.65,0.02
-0.53,-1.54,0.74
1.21,-2.07,1.23
-1.04,-0.98,0.16
1.41,2.56,-1.00
-1.46,3.30,-1.13
-0.25,3.98,-1.04
0.37,1.89,-0.57
0.00,-0.68,-1.86
0.18,1.31,-1.89
1.27,1.50,-2.29
1.07,-1.58,0.08
0.16,-0.43,2.48
-1.46,1.13,1.11
0.23,0.35,-1.50
-1.62,-0.68,-1.78
-4.49,-1.25,-0.59
-0.80,-1.58,-1.82
-0.04,-0.92,-5.37
0.74,-0.35,-1.39
1.84,-3.32,1.31
0.47,-3.59,0.49
1.13,-3.75,5.39
-1.72,-2.77,5.59
-4.45,0.16,1.25
-1.95,-2.83,-1.72
-1.41,-1.27,-2.19
-1.35,1.50,1.52
-1.21,2.46,1.97
-1.60,3.69,-0.62
-1.41,0.94,-0.76
-1.09,-2.03,-0.20
0.59,-3.79,-0.02
-0.02,-1.19,1.87
1.82,-2.27,3.63
0.49,-6.68,2.38
-1.02,-1.93,2.68
-1.84,3.48,3.12
-1.52,-0.25,3.01
-0.96,0.80,-0.92
